,Item ID,Month,Product,Product Type,Species,Anticoagulant,Gender,Forecast
71737,7721065,2026-03-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.37320678765678783
71738,7721065,2026-04-01,WHOLE BLOOD,DONOR,HORSE,ALSEVERS,GENDER UNSPECIFIED,0.3742782162282164
126110,7243721,2025-05-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.5730741996891995
126111,7243721,2025-06-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.5377077322677323
126112,7243721,2025-07-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.5066724206349206
126113,7243721,2025-08-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.6242410606060605
126114,7243721,2025-09-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.6173183189033188
126115,7243721,2025-10-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.6094829653679653
126116,7243721,2025-11-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.6103799350649349
126117,7243721,2025-12-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.618879935064935
126118,7243721,2026-01-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.6143466017316016
126119,7243721,2026-02-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.6216799350649349
126120,7243721,2026-03-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.6216799350649349
126121,7243721,2026-04-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.6216799350649349
126122,7243710,2025-05-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.387502442002442
126123,7243710,2025-06-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.36968742923742914
126124,7243710,2025-07-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.29540238095238086
126125,7243710,2025-08-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.3898199633699634
126126,7243710,2025-09-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.43341354756354744
126127,7243710,2025-10-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.43341354756354744
126128,7243710,2025-11-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.43341354756354744
126129,7243710,2025-12-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.43614688089688086
126130,7243710,2026-01-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.31656556776556766
126131,7243710,2026-02-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.43341354756354744
126132,7243710,2026-03-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.43341354756354744
126133,7243710,2026-04-01,WASHED CELLS,5%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.43341354756354744
126136,7243720,2025-05-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.10079918470418475
126137,7243720,2025-06-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.10352418470418476
126138,7243720,2025-07-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.1708418831168831
126139,7243720,2025-08-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.1647918831168831
126140,7243720,2025-09-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.09479640692640695
126141,7243720,2025-10-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.09479640692640695
126142,7243720,2025-11-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.09479640692640695
126143,7243720,2025-12-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.09812140692640696
126144,7243720,2026-01-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.10391474025974029
126145,7243720,2026-02-01,WASHED CELLS,10%,HUMAN,ALSEVERS,GENDER UNSPECIFIED,0.10058974025974031
126269,7203727,2025-05-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126270,7203727,2025-06-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126271,7203727,2025-07-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126272,7203727,2025-08-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126273,7203727,2025-09-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126274,7203727,2025-10-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126275,7203727,2025-11-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126276,7203727,2025-12-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126277,7203727,2026-01-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126278,7203727,2026-02-01,WHOLE BLOOD,BROKER,HUMAN,K2-EDTA,GENDER UNSPECIFIED,0.4729611955283463
126605,7303708,2025-05-01,PLASMA,BROKER,HUMAN,K3-EDTA,GENDER UNSPECIFIED,1.75
126606,7303708,2025-06-01,PLASMA,BROKER,HUMAN,K3-EDTA,GENDER UNSPECIFIED,1.75
126607,7303708,2025-07-01,PLASMA,BROKER,HUMAN,K3-EDTA,GENDER UNSPECIFIED,1.75
126692,7203706,2025-05-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,2.5843036779886783
126693,7203706,2025-06-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,1.4614349569874572
126694,7203706,2025-07-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,3.870576230158729
126695,7203706,2025-08-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,1.3843313855588857
126696,7203706,2025-09-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,4.051154007936508
126697,7203706,2025-10-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,2.744644410589412
126698,7203706,2025-11-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,2.8591262359862366
126699,7203706,2025-12-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,2.4946205217005226
126700,7203706,2026-01-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,2.8847550058275067
126701,7203706,2026-02-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,2.531931950271951
126702,7203706,2026-03-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,3.2303209798534804
126703,7203706,2026-04-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,2.738561553446555
127400,7720106,2025-05-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.20140772519534128
127401,7720106,2025-06-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.20172174062607495
127402,7720106,2025-07-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127403,7720106,2025-08-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127404,7720106,2025-09-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127405,7720106,2025-10-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127406,7720106,2025-11-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127407,7720106,2025-12-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127408,7720106,2026-01-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127409,7720106,2026-02-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127410,7720106,2026-03-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127411,7720106,2026-04-01,WHOLE BLOOD,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,0.2051201484102413
127624,7303706,2025-05-01,PLASMA,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,1.3900000000000003
127625,7303706,2025-06-01,PLASMA,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,1.3900000000000003
127626,7303706,2025-07-01,PLASMA,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,1.3900000000000003
127627,7303706,2025-08-01,PLASMA,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,1.3900000000000003
127628,7303706,2025-09-01,PLASMA,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,1.3900000000000003
127629,7303706,2025-10-01,PLASMA,BROKER,HUMAN,NA-CITRATE,GENDER UNSPECIFIED,1.3900000000000003
